object_id,ein,RgnTxt,PrpsOfGrntTxt,CshGrntAmt,MnnrOfCshDsbrsmntTxt,VltnMthdUsdDsc
202011369349303686,042103547,South America,RESEARCH,7850,WIRE
202011369349303686,042103547,Sub-Saharan Africa,RESEARCH,25000,WIRE
202031969349301103,516000297,North America,Research SubAward Research SubAward Research SubAward,87633,WIRE
202031969349301103,516000297,Europe (Including Iceland and Greenland),RESEARCH SUBAWARD Research SubAward,151808,WIRE
202031969349301103,516000297,East Asia and the Pacific,Research Subaward,128537,WIRE
202031969349301103,516000297,Europe (Including Iceland and Greenland),Research Subaward,27468,WIRE
202031969349301103,516000297,Europe (Including Iceland and Greenland),Research Subaward,10692,WIRE
202031349349301523,150532082,East Asia and the Pacific,Other-Agricultural Sciences,34590,EFT,FMV
202031349349301523,150532082,East Asia and the Pacific,Other-HUMANITIES,58505,EFT,FMV
202031349349301523,150532082,East Asia and the Pacific,Research-Agricultural Sciences,137326,EFT,FMV
202031349349301523,150532082,East Asia and the Pacific,Research-BIOLOGICAL & BIOMEDICAL SCIENCES,337410,EFT,FMV
202031349349301523,150532082,East Asia and the Pacific,Research-METALLURGICAL AND MATERIALS ENGINEERING,50000,EFT,FMV
202031349349301523,150532082,Europe (Including Iceland and Greenland),Other-Agricultural Sciences,958137,EFT,FMV
202031349349301523,150532082,Europe (Including Iceland and Greenland),Research-Agricultural Sciences,2508301,EFT,FMV
202031349349301523,150532082,Europe (Including Iceland and Greenland),Research-BIOENGINEERING/BIOMEDICAL ENGINEERING,10000,EFT,FMV
202031349349301523,150532082,Europe (Including Iceland and Greenland),Research-BIOLOGICAL & BIOMEDICAL SCIENCES,358978,EFT,FMV
202031349349301523,150532082,Europe (Including Iceland and Greenland),Research-NATURAL RESOURCES & CONSERVATION,36953,EFT,FMV
202031349349301523,150532082,Europe (Including Iceland and Greenland),Research-OTHER SOCIAL SCIENCES,6291,EFT,FMV
202031349349301523,150532082,Europe (Including Iceland and Greenland),Research-PHYSICS,324080,EFT,FMV
202031349349301523,150532082,Middle East and North Africa,Research-Agricultural Sciences,125371,EFT,FMV
202031349349301523,150532082,Middle East and North Africa,Research-CHEMISTRY,74990,EFT,FMV
202031349349301523,150532082,Middle East and North Africa,Research-PHYSICS,225000,EFT,FMV
202031349349301523,150532082,North America,Research-Agricultural Sciences,4300425,EFT,FMV
202031349349301523,150532082,North America,Research-BIOLOGICAL & BIOMEDICAL SCIENCES,598643,EFT,FMV
202031349349301523,150532082,North America,Research-OTHER SOCIAL SCIENCES,11000,EFT,FMV
202031349349301523,150532082,North America,Research-SOCIOLOGY/DEMOGRAPHY & POPULATIONS STUDIE,43340,EFT,FMV
202031349349301523,150532082,Russia and the Newly Independent States,Research-PHYSICS,50000,EFT,FMV
202031349349301523,150532082,South America,Research-Agricultural Sciences,249309,EFT,FMV
202031349349301523,150532082,South America,Research-GEOLOGICAL & EARTH SCIENCES,776924,EFT,FMV
202031349349301523,150532082,South America,Research-HEALTH SCIENCES,52468,EFT,FMV
202031349349301523,150532082,South Asia,Research-Agricultural Sciences,39652,EFT,FMV
202031349349301523,150532082,South Asia,Research-BIOLOGICAL & BIOMEDICAL SCIENCES,608308,EFT,FMV
202031349349301523,150532082,South Asia,Research-HEALTH SCIENCES,332233,EFT,FMV
202031349349301523,150532082,South Asia,Research-Other Non-S&E Fields,1172822,EFT,FMV
202031349349301523,150532082,Sub-Saharan Africa,Other-Agricultural Sciences,243090,EFT,FMV
202031349349301523,150532082,Sub-Saharan Africa,Other-COMMUNICATION & COMMUNICATION TECHNOLOGIES,76974,EFT,FMV
202031349349301523,150532082,Sub-Saharan Africa,Research-Agricultural Sciences,2514363,EFT,FMV
202031349349301523,150532082,Sub-Saharan Africa,Research-HEALTH SCIENCES,468518,EFT,FMV
202031349349301523,150532082,Sub-Saharan Africa,Research-MECHANICAL ENGINEERING,167923,EFT,FMV
202031349349301523,150532082,Sub-Saharan Africa,Research-SOCIOLOGY/DEMOGRAPHY & POPULATIONS STUDIE,221695,EFT,FMV
202031349349301523,150532082,Middle East and North Africa,Medical Research & Services,5087,EFT,FMV
202031349349301523,150532082,Europe (Including Iceland and Greenland),Medical Research & Services,79589,EFT,FMV
202031349349301523,150532082,Middle East and North Africa,Medical Research & Services,447131,EFT,FMV
202031349349301523,150532082,East Asia and the Pacific,Medical Research & Services,55809,EFT,FMV
202031349349301523,150532082,Europe (Including Iceland and Greenland),Medical Research & Services,104024,EFT,FMV
202031349349301523,150532082,Europe (Including Iceland and Greenland),Medical Research & Services,14234,EFT,FMV
202031349349301523,150532082,Europe (Including Iceland and Greenland),Medical Research & Services,76364,EFT,FMV
202031349349301523,150532082,Central America/Caribbean,Medical Research & Services,1207405,EFT,FMV
202031349349301523,150532082,Sub-Saharan Africa,Medical Research & Services,22032,EFT,FMV
202031349349301523,150532082,Europe (Including Iceland and Greenland),Medical Research & Services,68313,EFT,FMV
202031349349301523,150532082,Europe (Including Iceland and Greenland),Medical Research & Services,31371,EFT,FMV
202031349349301523,150532082,North America,Medical Research & Services,31632,EFT,FMV
202031349349301523,150532082,Europe (Including Iceland and Greenland),Medical Research & Services,383949,EFT,FMV
202031349349301523,150532082,Sub-Saharan Africa,Medical Research & Services,161515,EFT,FMV
202031349349301523,150532082,Sub-Saharan Africa,Medical Research & Services,16354,EFT,FMV
202031349349301523,150532082,Europe (Including Iceland and Greenland),Medical Research & Services,30255,EFT,FMV
202031349349301523,150532082,Europe (Including Iceland and Greenland),Medical Research & Services,47127,EFT,FMV
202031349349301523,150532082,Europe (Including Iceland and Greenland),Medical Research & Services,14453,EFT,FMV
202031349349301523,150532082,North America,Medical Research & Services,133759,EFT,FMV
202031349349301523,150532082,South Asia,Medical Research & Services,52029,EFT,FMV
202031349349301523,150532082,Sub-Saharan Africa,Medical Research & Services,20464,EFT,FMV
202031349349301523,150532082,North America,Medical Research & Services,20743,EFT,FMV
202031349349301523,150532082,South America,Medical Research & Services,26300,EFT,FMV
202031349349301523,150532082,Europe (Including Iceland and Greenland),Medical Research & Services,9524,EFT,FMV
202031349349301523,150532082,Middle East and North Africa,Medical Research & Services,130136274,EFT,FMV
202031979349302188,131624225,Middle East and North Africa,EDUCATION,3683122,WIRE
202031979349302188,131624225,North America,EDUCATION,218787,WIRE
202031359349301613,131740451,East Asia and the Pacific,PUBLIC SERVICE,198424,WIRE
202031359349301613,131740451,East Asia and the Pacific,PUBLIC SERVICE,45123,WIRE
202031359349301613,131740451,East Asia and the Pacific,PUBLIC SERVICE,38926,WIRE
202001959349300610,231352651,Europe (Including Iceland and Greenland),SPONSORED,51357,WIRE
202001959349300610,231352651,North America,SPONSORED,8932,WIRE
202001959349300610,231352651,Middle East and North Africa,SPONSORED,32506,WIRE
202001959349300610,231352651,Europe (Including Iceland and Greenland),SPONSORED,1780383,WIRE
202001959349300610,231352651,Europe (Including Iceland and Greenland),SPONSORED,107238,WIRE
202001959349300610,231352651,South Asia,SPONSORED,428134,WIRE
202001959349300610,231352651,Europe (Including Iceland and Greenland),SPONSORED,34182,WIRE
202001959349300610,231352651,Europe (Including Iceland and Greenland),SPONSORED,241728,WIRE
202001959349300610,231352651,North America,SPONSORED,10000,WIRE
201903159349300745,462795989,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","GRANT FUNDS WERE RECEIVED IN THE US, BUT WERE SPENT OUT OF JWL SWITZERLAND TO SUPPORT ENGLISH LANGUAGE TRAINING AND CONNECTED TERTIARY EDUCATION",602430,WIRE,FMV
202021959349303987,941156365,CENTRAL AMERICA AND THE CARIBBEAN,38323,CHECK/WIRE
202021959349303987,941156365,EAST ASIA AND THE PACIFIC,28936,CHECK/WIRE
202021959349303987,941156365,EAST ASIA AND THE PACIFIC,44907,CHECK/WIRE
202021959349303987,941156365,EAST ASIA AND THE PACIFIC,102000,CHECK/WIRE
202021959349303987,941156365,EUROPE,5193,CHECK/WIRE
202021959349303987,941156365,EUROPE,7793,CHECK/WIRE
202021959349303987,941156365,EUROPE,10830,CHECK/WIRE
202021959349303987,941156365,EUROPE,18615,CHECK/WIRE
202021959349303987,941156365,EUROPE,22124,CHECK/WIRE
202021959349303987,941156365,EUROPE,39361,CHECK/WIRE
202021959349303987,941156365,EUROPE,45380,CHECK/WIRE
202021959349303987,941156365,EUROPE,51003,CHECK/WIRE
202021959349303987,941156365,EUROPE,58058,CHECK/WIRE
202021959349303987,941156365,EUROPE,81854,CHECK/WIRE
202021959349303987,941156365,EUROPE,88703,CHECK/WIRE
202021959349303987,941156365,EUROPE,90604,CHECK/WIRE
202021959349303987,941156365,EUROPE,90668,CHECK/WIRE
202021959349303987,941156365,EUROPE,98238,CHECK/WIRE
202021959349303987,941156365,EUROPE,113550,CHECK/WIRE
202021959349303987,941156365,EUROPE,115544,CHECK/WIRE
202021959349303987,941156365,EUROPE,116709,CHECK/WIRE
202021959349303987,941156365,EUROPE,120355,CHECK/WIRE
202021959349303987,941156365,EUROPE,131898,CHECK/WIRE
202021959349303987,941156365,EUROPE,140000,CHECK/WIRE
202021959349303987,941156365,EUROPE,141658,CHECK/WIRE
202021959349303987,941156365,EUROPE,149614,CHECK/WIRE
202021959349303987,941156365,EUROPE,160592,CHECK/WIRE
202021959349303987,941156365,EUROPE,216000,CHECK/WIRE
202021959349303987,941156365,EUROPE,224454,CHECK/WIRE
202021959349303987,941156365,EUROPE,233561,CHECK/WIRE
202021959349303987,941156365,EUROPE,280295,CHECK/WIRE
202021959349303987,941156365,EUROPE,370436,CHECK/WIRE
202021959349303987,941156365,EUROPE,455789,CHECK/WIRE
202021959349303987,941156365,EUROPE,781539,CHECK/WIRE
202021959349303987,941156365,MIDDLE EAST AND NORTH AFRICA,15901,CHECK/WIRE
202021959349303987,941156365,MIDDLE EAST AND NORTH AFRICA,23370,CHECK/WIRE
202021959349303987,941156365,MIDDLE EAST AND NORTH AFRICA,189535,CHECK/WIRE
202021959349303987,941156365,NORTH AMERICA,9677,CHECK/WIRE
202021959349303987,941156365,NORTH AMERICA,12775,CHECK/WIRE
202021959349303987,941156365,NORTH AMERICA,35128,CHECK/WIRE
202021959349303987,941156365,NORTH AMERICA,39223,CHECK/WIRE
202021959349303987,941156365,NORTH AMERICA,51037,CHECK/WIRE
202021959349303987,941156365,NORTH AMERICA,78074,CHECK/WIRE
202021959349303987,941156365,NORTH AMERICA,100429,CHECK/WIRE
202021959349303987,941156365,NORTH AMERICA,128254,CHECK/WIRE
202021959349303987,941156365,NORTH AMERICA,246715,CHECK/WIRE
202021959349303987,941156365,SOUTH AMERICA,29542,CHECK/WIRE
202021959349303987,941156365,SOUTH AMERICA,43740,CHECK/WIRE
202021959349303987,941156365,SOUTH AMERICA,82284,CHECK/WIRE
202021959349303987,941156365,SOUTH AMERICA,208730,CHECK/WIRE
202021959349303987,941156365,SOUTH ASIA,25650,CHECK/WIRE
202021959349303987,941156365,SOUTH ASIA,31338,CHECK/WIRE
202021959349303987,941156365,SOUTH ASIA,36507,CHECK/WIRE
202021959349303987,941156365,SOUTH ASIA,225800,CHECK/WIRE
202021959349303987,941156365,SOUTH ASIA,237005,CHECK/WIRE
202021959349303987,941156365,SUB-SAHARAN AFRICA,15444,CHECK/WIRE
202021959349303987,941156365,SUB-SAHARAN AFRICA,29700,CHECK/WIRE
202021959349303987,941156365,SUB-SAHARAN AFRICA,62072,CHECK/WIRE
202021959349303987,941156365,SUB-SAHARAN AFRICA,78715,CHECK/WIRE
202021959349303987,941156365,SUB-SAHARAN AFRICA,91747,CHECK/WIRE
202021959349303987,941156365,SUB-SAHARAN AFRICA,103225,CHECK/WIRE
202021959349303987,941156365,SUB-SAHARAN AFRICA,105213,CHECK/WIRE
202021959349303987,941156365,SUB-SAHARAN AFRICA,112067,CHECK/WIRE
202021959349303987,941156365,SUB-SAHARAN AFRICA,239149,CHECK/WIRE
201943199349306079,912132082,BUILDING FUND,39100,CHECK
202011359349304001,520595110,CENTRAL AMERICA AND THE CARIBBEAN,SPONSORED RESEARCH - SUB AWARD,135151,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,CENTRAL AMERICA AND THE CARIBBEAN,SPONSORED RESEARCH - SUB AWARD,121528,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,300139,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,284303,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,246478,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,220202,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,114352,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,101049,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,89625,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,83900,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,80000,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,79635,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,73914,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,68510,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,59142,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,58182,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,56241,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,45138,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,43689,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,30332,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,23148,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,20000,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,18375,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,17820,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,15815,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,15364,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,12901,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,11344,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,10100,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,10000,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,8000,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,7000,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,5630,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,8622060,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,975622,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,864295,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,471503,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,378500,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,345353,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,290665,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,276500,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,231470,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,223750,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,189915,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,186006,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,184738,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,181238,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,150073,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,133428,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,118407,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,113922,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,111010,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,108317,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,101342,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,89320,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,87601,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,87394,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,82247,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,77569,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,77017,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,73790,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,71318,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,65327,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,56674,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,55114,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,54000,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,42601,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,38000,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,29541,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,27380,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,25187,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,25000,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,24112,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,23850,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,21426,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,18446,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,16393,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,15106,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,12000,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,11637,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - CONTRIBUTION,11439,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,EUROPE (INCLUDING ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,6298,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,MIDDLE EAST AND NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,93090,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,MIDDLE EAST AND NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,73466,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,MIDDLE EAST AND NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,58102,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,MIDDLE EAST AND NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,51133,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,MIDDLE EAST AND NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,19496,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,MIDDLE EAST AND NORTH AFRICA,SPONSORED RESEARCH - SUB AWARD,17987,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,1040309,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,325633,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,231735,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,224568,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,158715,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,134692,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,85728,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,72921,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,66722,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,66223,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,63700,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,46000,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,42256,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,40356,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,39510,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,35879,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,34556,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,33154,WIRE TRANSFER,N/A,N/A
202011359349304001,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,31774,WIRE TRANSFER,N/A,N/A
